GLOSS	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY	CHECKED
to sharpen, to grind	994	251	SHARPEN (SOMETHING)	3	
to sharpen, to grind	994	1033	GRIND	3	
#>>>					
grindstone	995	2459	GRINDSTONE	2	
#<<<					
gift, present	996	1376	NOW	4	
gift, present	996	2982	GIFT	4	
gift, present	996	196	DONATE	4	
gift, present	996	1460	IN	4	
#>>>					
to negotiate	997		???		
to make peace	998		???		
to sign a treaty	999		???		
merchant	1000	1082	MERCHANT	2	
farmer	1001	979	FARMER	2	
craftsmen	1002		???		
servant	1003	255	SERVANT	2	
follower	1004		???		
ally	1005		???		
shop	1006	746	SHOP	2	
market	1007	633	MARKET	2	
#<<<					
to trade	1008	898	TRADE	1	
to trade	1008	2135	TRADE OR BARTER	1	
#>>>					
merchandise	1009	3406	MERCHANDISE	4	
needle	1010	1382	NEEDLE (FOR SEWING)	2	
to sew	1011	1457	SEW	1	
price	1012	657	PRICE	2	
profit	1013	2929	BENEFIT	2	
loss	1014	2947	DAMAGE (INJURY)	4	
to buy	1015	1869	BUY	1	
expensive	1016	1426	EXPENSIVE	2	
cheap	1017	1887	CHEAP	2	
debt	1018	1914	DEBT	2	
to dun	1019		???		
to pay	1020	718	PAY	1	
to sell	1021	1571	SELL	1	
to borrow	1022	1823	BORROW	1	
to lend to	1023		???		
to exchange	1024	2509	EXCHANGE	1	
to offer	1025		???		
to pawn	1026		???		
to bargain	1027		???		
to fill	1028	2006	FILL	1	
steelyard, weigh-beam	1029	2687	STEELYARD (BALANCE)	4	
a pair of scales	1030		???		
measures and weights (length)	1031		???		
measures and weights (mass)	1032		???		
measures and weights (volume and capacity)	1033		???		
#<<<					
ship (trading vessel)	1034	740	SHIP	4	
ship (trading vessel)	1034	1844	BOAT	4	
ship (trading vessel)	1034	2736	SHIP (CLASSIFIER)	4	
#>>>					
#<<<					
ship (warship)	1035	740	SHIP	4	
ship (warship)	1035	1844	BOAT	4	
ship (warship)	1035	2736	SHIP (CLASSIFIER)	4	
#>>>					
steamboat	1036		???		
rowboat	1037		???		
#<<<					
proa, canoe	1038	2189	DUGOUT	4	
proa, canoe	1038	1970	CANOE	4	
#>>>					
all sorts of vessels	1039		???		
mast	1040	184	MAST	2	
#<<<					
sail	1041	786	SAILCLOTH	2	
sail	1041	787	SAIL	2	
#>>>					
to sail	1042	787	SAIL	1	
rudder, helm	1043	108	RUDDER	4	
to sail	1044	787	SAIL	1	
#<<<					
oar, paddle	1045	696	STIR	4	
oar, paddle	1045	108	RUDDER	4	
oar, paddle	1045	3668	PADDLE (MOVEMENT)	4	
oar, paddle	1045	234	PADDLE	4	
oar, paddle	1045	3318	OAR OR PADDLE	4	
oar, paddle	1045	3137	OAR	4	
oar, paddle	1045	1849	ROW	4	
#>>>					
#<<<					
paddle	1046	3668	PADDLE (MOVEMENT)	2	
paddle	1046	234	PADDLE	2	
paddle	1046	3137	OAR	2	
#>>>					
to paddle	1047	3668	PADDLE (MOVEMENT)	3	
to row, to pull	1048	1849	ROW	3	
outrigger	1049	416	OUTRIGGER	2	
thwarts	1050		???		
#<<<					
stem, bows	1051	2628	PLANT STEM	4	
stem, bows	1051	994	BOW	4	
#>>>					
stern	1052		???		
to take on cargo	1053		???		
anchor	1054	1870	ANCHOR	2	
raft	1055	1664	RAFT	2	
harbour	1056		???		
to be wrecked	1057		???		
pirate	1058		???		
landing-stage	1059		???		
to disembark	1060		???		
to sail away	1061		???		
to capsize	1062		???		
kidnapper	1063		???		
to ill-treat, to mishandle	1064		???		
to ransom	1065		???		
great, big	1066	1202	BIG	2	
small	1067	1246	SMALL	2	
#<<<					
long (things)	1068	2143	LONG OR TALL	4	
long (things)	1068	1203	LONG	4	
long (things)	1068	1352	KNIFE	4	
long (things)	1068	2085	STICK (CLASSIFIER)	4	
long (things)	1068	418	FOR A LONG TIME	4	
long (things)	1068	3473	LONG (FOR SOMETHING)	4	
#>>>					
#<<<					
long (time)	1069	2143	LONG OR TALL	4	
long (time)	1069	1203	LONG	4	
long (time)	1069	1352	KNIFE	4	
long (time)	1069	2085	STICK (CLASSIFIER)	4	
long (time)	1069	418	FOR A LONG TIME	4	
long (time)	1069	3473	LONG (FOR SOMETHING)	4	
#>>>					
short (things)	1070	1645	SHORT	2	
short (time)	1071	3312	SHORT (TIME)	2	
#<<<					
big, fat	1072	1282	FAT (FROM ANIMALS)	4	
big, fat	1072	2555	OIL (FROM PLANTS)	4	
big, fat	1072	1244	THICK	4	
big, fat	1072	2095	FAT (FOR NOURISHMENT)	4	
big, fat	1072	1202	BIG	4	
big, fat	1072	1279	FAT (OBESE)	4	
big, fat	1072	2449	FAT (OF MEAT AND FOOD)	4	
big, fat	1072	2719	FAT (OILY)	4	
big, fat	1072	323	FAT (ORGANIC SUBSTANCE)	4	
big, fat	1072	3436	FAT MEAT	4	
big, fat	1072	666	RIVER	4	
big, fat	1072	2551	ORGANIC FAT OR OIL	4	
#>>>					
#<<<					
thick	1073	1244	THICK	2	
thick	1073	2239	DENSE	2	
thick	1073	2151	COARSE	2	
#>>>					
#<<<					
thick	1074	1244	THICK	2	
thick	1074	2239	DENSE	2	
thick	1074	2151	COARSE	2	
#>>>					
#<<<					
thin	1075	2308	THIN	2	
thin	1075	2249	THIN (OF SHAPE OF OBJECT)	2	
thin	1075	2219	LEAN (MEAT)	2	
thin	1075	1400	THIN (SLIM)	2	
thin	1075	2305	THIN (OF HAIR AND THREAD)	2	
thin	1075	2157	FINE OR THIN	2	
thin	1075	2306	THIN (OF LEAF AND CLOTH)	2	
#>>>					
#<<<					
thin, meagre, skinny	1076	2308	THIN	4	
thin, meagre, skinny	1076	1400	THIN (SLIM)	4	
thin, meagre, skinny	1076	2219	LEAN (MEAT)	4	
thin, meagre, skinny	1076	3545	WATERY	4	
thin, meagre, skinny	1076	2305	THIN (OF HAIR AND THREAD)	4	
thin, meagre, skinny	1076	2306	THIN (OF LEAF AND CLOTH)	4	
thin, meagre, skinny	1076	207	SPARSE	4	
thin, meagre, skinny	1076	2249	THIN (OF SHAPE OF OBJECT)	4	
thin, meagre, skinny	1076	2157	FINE OR THIN	4	
#>>>					
fat (adj.)	1077	1279	FAT (OBESE)	2	
fat, grease (noun)	1078	323	FAT (ORGANIC SUBSTANCE)	3	
greasy	1079	955	GREASY	2	
slim	1080	1400	THIN (SLIM)	2	
dwarf	1081		???		
diminished in size, boiled down, shrunken	1082		???		
#<<<					
to grow	1083	479	GROW	1	
to grow	1083	1486	PLANT (SOMETHING)	1	
to grow	1083	3461	GROW PLANTS	1	
#>>>					
tame	1084	2838	TAME	2	
wild	1085	2230	UNTAMED OR WILD	2	
#<<<					
wary, shy, timid	1086	3805	SHY OR ASHAMED	4	
wary, shy, timid	1086	487	SHY	4	
#>>>					
#<<<					
shy, ashamed	1087	487	SHY	2	
shy, ashamed	1087	3805	SHY OR ASHAMED	2	
#>>>					
deep (river)	1088	1593	DEEP	4	
deep (dish)	1089	1593	DEEP	4	
shallow (river)	1090	193	SHALLOW	4	
shallow (dish)	1091	193	SHALLOW	4	
#<<<					
high	1092	2790	HIGH OR TALL	2	
high	1092	3347	HIGH OR UP	2	
high	1092	1265	HIGH	2	
#>>>					
#<<<					
low	1093	721	LOW	2	
low	1093	3348	LOW (POSITION OR HEIGHT)	2	
low	1093	2191	LOW (HEIGHT)	2	
#>>>					
straight	1094	1404	STRAIGHT	2	
#<<<					
crooked, bent	1095	1698	CURVED	4	
crooked, bent	1095	297	CROOKED	4	
#>>>					
#<<<					
curved, winding	1096	1698	CURVED	4	
curved, winding	1096	297	CROOKED	4	
#>>>					
flat	1097	1633	FLAT	2	
#<<<					
even	1098	1633	FLAT	4	
even	1098	98	ALL	4	
#>>>					
smooth	1099	1234	SMOOTH	2	
heavy	1100	1210	HEAVY	2	
#<<<					
light	1101	1052	LIGHT (WEIGHT)	2	
light	1101	250	LIGHT (COLOR)	2	
light	1101	630	LIGHT (RADIATION)	2	
light	1101	737	LIGHT (IGNITE)	2	
#>>>					
slanting, sloping	1102	3075	SLANTED	4	
sharp	1103	1396	SHARP	2	
blunt	1104	379	BLUNT	2	
pointed	1105	372	POINTED	2	
#<<<					
hard	1106	1884	HARD	2	
hard	1106	584	DIFFICULT	2	
#>>>					
weak	1107	1601	WEAK	2	
soft	1108	1856	SOFT	2	
#<<<					
warm (persons)	1109	2110	WARM (OF WEATHER)	4	
warm (persons)	1109	2032	WARM UP	4	
warm (persons)	1109	1232	WARM	4	
warm (persons)	1109	2272	HOT OR WARM	4	
warm (persons)	1109	1286	HOT	4	
#>>>					
#<<<					
warm (things)	1110	2110	WARM (OF WEATHER)	4	
warm (things)	1110	2032	WARM UP	4	
warm (things)	1110	1232	WARM	4	
warm (things)	1110	2272	HOT OR WARM	4	
warm (things)	1110	1286	HOT	4	
#>>>					
#<<<					
cold (persons)	1111	2932	COLD (CHILL)	4	
cold (persons)	1111	3819	COLD (FEELING COLD)	4	
cold (persons)	1111	2483	COLD (OF WEATHER)	4	
cold (persons)	1111	1287	COLD	4	
cold (persons)	1111	102	COMMON COLD (DISEASE)	4	
#>>>					
#<<<					
cold (things)	1112	2932	COLD (CHILL)	4	
cold (things)	1112	3819	COLD (FEELING COLD)	4	
cold (things)	1112	2483	COLD (OF WEATHER)	4	
cold (things)	1112	1287	COLD	4	
cold (things)	1112	102	COMMON COLD (DISEASE)	4	
#>>>					
to shiver	1113	52	SHIVER	1	
#<<<					
round, circular (as a stick)	1114	2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	4	
round, circular (as a stick)	1114	2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	4	
round, circular (as a stick)	1114	1395	ROUND	4	
round, circular (as a stick)	1114	1979	CHISEL	4	
#>>>					
#<<<					
round, circular (as a dish)	1115	2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	4	
round, circular (as a dish)	1115	2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	4	
round, circular (as a dish)	1115	1395	ROUND	4	
round, circular (as a dish)	1115	1979	CHISEL	4	
#>>>					
#<<<					
globular, round	1116	2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	4	
globular, round	1116	2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	4	
globular, round	1116	1395	ROUND	4	
globular, round	1116	1979	CHISEL	4	
#>>>					
#<<<					
square	1117	850	SQUARE	2	
square	1117	2757	ANGULAR (SQUAREFORMED)	2	
#>>>					
#<<<					
broad	1118	1243	WIDE	2	
broad	1118	2531	BROAD	2	
#>>>					
small	1119	1246	SMALL	2	
narrow	1120	1267	NARROW	2	
#<<<					
wide	1121	2531	BROAD	2	
wide	1121	1243	WIDE	2	
wide	1121	1244	THICK	2	
#>>>					
strong	1122	785	STRONG	2	
weak	1123	1601	WEAK	2	
#<<<					
brave, bold	1124	91	INSOLENT	4	
brave, bold	1124	3	BRAVE	4	
#>>>					
cowardly	1125	3812	COWARDLY	2	
lazy	1126	1564	LAZY	2	
diligent	1127	2077	DILIGENT	2	
stingy	1128	1774	STINGY	2	
#<<<					
mild, tender	1129	1954	GENTLE	4	
mild, tender	1129	1856	SOFT	4	
#>>>					
#<<<					
dry	1130	1398	DRY	2	
dry	1130	1786	DRY UP	2	
#>>>					
to dry in the sun	1131	3364	DRY IN SUN	4	
wet	1132	1726	WET	2	
humid	1133	143	HUMID	2	
rotten	1134	1728	ROTTEN	2	
good	1135	1035	GOOD	2	
bad	1136	1292	BAD	2	
#<<<					
beautiful (persons)	1137	2410	GOOD-LOOKING	4	
beautiful (persons)	1137	1427	BEAUTIFUL	4	
beautiful (persons)	1137	1035	GOOD	4	
#>>>					
#<<<					
beautiful (male)	1138	2410	GOOD-LOOKING	4	
beautiful (male)	1138	1427	BEAUTIFUL	4	
beautiful (male)	1138	1035	GOOD	4	
#>>>					
#<<<					
beautiful (fem.)	1139	2410	GOOD-LOOKING	4	
beautiful (fem.)	1139	1427	BEAUTIFUL	4	
beautiful (fem.)	1139	1035	GOOD	4	
#>>>					
#<<<					
beautiful (things)	1140	2410	GOOD-LOOKING	4	
beautiful (things)	1140	1427	BEAUTIFUL	4	
beautiful (things)	1140	1035	GOOD	4	
#>>>					
#<<<					
ugly (persons)	1141	1548	UGLY	4	
ugly (persons)	1141	1923	ROUGH	4	
#>>>					
#<<<					
ugly (male)	1142	1548	UGLY	4	
ugly (male)	1142	1923	ROUGH	4	
#>>>					
#<<<					
ugly (female)	1143	1548	UGLY	4	
ugly (female)	1143	1923	ROUGH	4	
#>>>					
#<<<					
ugly (things)	1144	1548	UGLY	4	
ugly (things)	1144	1923	ROUGH	4	
#>>>					
#<<<					
wrong, false	1145	3069	FALSE	4	
wrong, false	1145	1390	WRONG	4	
wrong, false	1145	839	ERR	4	
#>>>					
#<<<					
true, right	1146	2183	RIGHT HAND	4	
true, right	1146	1019	RIGHT	4	
true, right	1146	1725	CORRECT (RIGHT)	4	
true, right	1146	2231	CORRECT (SOMETHING OR SOMEBODY)	4	
true, right	1146	1657	TRUE	4	
#>>>					
empty	1147	1624	EMPTY	2	
full	1148	1429	FULL	2	
#<<<					
angry	1149	1826	ANGRY	2	
angry	1149	2223	BE ANGRY	2	
#>>>					
mad	1150	1899	MAD	2	
tightly bound	1151		???		
tightly fitting	1152		???		
#<<<					
loose	1153	2506	LOOSE	2	
loose	1153	1933	LOOSEN	2	
#>>>					
loosely fitting	1154		???		
#<<<					
old	1155	2112	OLD (AGED)	2	
old	1155	2113	OLD (USED)	2	
old	1155	1229	OLD	2	
old	1155	406	OLD MAN	2	
#>>>					
#<<<					
old, worn	1156	725	OLD PERSON	4	
old, worn	1156	1229	OLD	4	
old, worn	1156	2112	OLD (AGED)	4	
old, worn	1156	565	OLD (OF MAN)	4	
old, worn	1156	566	OLD (OF WOMAN)	4	
old, worn	1156	2113	OLD (USED)	4	
old, worn	1156	406	OLD MAN	4	
#>>>					
#<<<					
young	1157	1207	YOUNG	2	
young	1157	2512	CHICK	2	
young	1157	564	YOUNG (OF MAN)	2	
#>>>					
new	1158	1231	NEW	2	
poor	1159	1674	POOR	2	
wealthy	1160	712	RICH	2	
tired	1161	1757	TIRED	2	
#<<<					
fast	1162	1631	FAST	2	
fast	1162	3331	FASTING	2	
fast	1162	303	ABSTAIN FROM FOOD	2	
#>>>					
slow	1163	701	SLOW	2	
#<<<					
dumb	1164	1492	DUMB	2	
dumb	1164	1666	MUTE	2	
#>>>					
clever	1165	1310	CLEVER	2	
sweet	1166	717	SWEET	2	
#<<<					
sour	1167	1906	SOUR	2	
sour	1167	1923	ROUGH	2	
#>>>					
bitter	1168	887	BITTER	2	
astringent	1169	3837	ASTRINGENT	2	
hot, spicy	1170	544	SPICY	2	
salty	1171	1091	SALTY	2	
white	1172	1335	WHITE	2	
black	1173	163	BLACK	2	
red	1174	156	RED	2	
brown	1175	2409	BROWN	2	
yellow	1176	1424	YELLOW	2	
blue	1177	837	BLUE	2	
#<<<					
green	1178	1425	GREEN	2	
green	1178	2382	BLUE OR GREEN	2	
#>>>					
to look for	1179	1468	LOOK FOR	1	
to find	1180	719	FIND	1	
to give	1181	1447	GIVE	1	
to hand, to pass	1182	1447	GIVE	3	
to accept	1183	3898	ACCEPT	1	
to take	1184	1749	TAKE	1	
to get	1185	694	GET	1	
to take away	1186		???		
to take along	1187		???		
to bring	1188	692	BRING	1	
to accompany	1189	1542	ACCOMPANY	1	
to grip, to hold, to seize	1190	1448	HOLD	3	
to lead by the hand	1191		???		
to make, to do	1192	2575	DO OR MAKE	1	
to prepare, to make ready	1193	2909	PREPARE	3	
#<<<					
to wash up (dishes, spoons, etc.)	1194	2017	MIX	4	
to wash up (dishes, spoons, etc.)	1194	1378	SPOON	4	
to wash up (dishes, spoons, etc.)	1194	2628	PLANT STEM	4	
to wash up (dishes, spoons, etc.)	1194	3044	BOVINE	4	
to wash up (dishes, spoons, etc.)	1194	718	PAY	4	
to wash up (dishes, spoons, etc.)	1194	178	RIPE	4	
to wash up (dishes, spoons, etc.)	1194	460	BREAK (OF ROPE)	4	
to wash up (dishes, spoons, etc.)	1194	3080	SPLIT OPEN	4	
to wash up (dishes, spoons, etc.)	1194	285	THRESH	4	
to wash up (dishes, spoons, etc.)	1194	1840	BUILD	4	
#>>>					
to wash (clothes)	1195	2503	LAUNDER (WASH CLOTHES)	1	
#<<<					
to wash (face)	1196	1453	WASH	3	
to wash (face)	1196	3371	WASH (ONESELF)	3	
to wash (face)	1196	2503	LAUNDER (WASH CLOTHES)	3	
#>>>					
#<<<					
to wash (hair)	1197	1453	WASH	3	
to wash (hair)	1197	3371	WASH (ONESELF)	3	
to wash (hair)	1197	2503	LAUNDER (WASH CLOTHES)	3	
#>>>					
#<<<					
to know	1198	3626	KNOW	1	
to know	1198	1410	KNOW (SOMETHING)	1	
#>>>					
#<<<					
to think	1199	2271	THINK	1	
to think	1199	1415	THINK (REFLECT)	1	
#>>>					
#<<<					
to know	1200	3626	KNOW	1	
to know	1200	1410	KNOW (SOMETHING)	1	
#>>>					
to remember	1201	707	REMEMBER	1	
to have forgotten something	1202		???		
to deny	1203	755	DENY	1	
to confess	1204	2022	ADMIT	4	
to be silent	1205	48	BE SILENT	1	
to mumble	1206	128	MUMBLE	1	
to speak	1207	1623	SPEAK	1	
to sing	1208	1261	SING	1	
to whisper	1209	55	WHISPER	1	
#<<<					
to say	1210	1623	SPEAK	1	
to say	1210	1458	SAY	1	
#>>>					
to call	1211	1084	CALL	1	
to abuse, to scold	1212	1953	ABUSE	3	
to be able to	1213	972	BE ABLE	1	
to be allowed	1214		???		
to work	1215	1086	WORK (ACTIVITY)	1	
#<<<					
to shoulder	1216	3432	SHOULDER POLE	4	
to shoulder	1216	1482	SHOULDER	4	
#>>>					
to carry on the head	1217		???		
to carry something hanging from the hand	1218		???		
to carry on the hip	1219		???		
to carry under the arm	1220	415	CARRY UNDER ARM	1	
to carry in the hand	1221		???		
to carry on the back (with strap over the shoulder or head)	1222	465	CARRY ON BACK	3	
to carry in a sarong	1223		???		
to carry	1224	700	CARRY	1	
to carry on the back	1225	465	CARRY ON BACK	1	
to carry in front of oneself	1226		???		
#<<<					
to wake, to watch	1227	1602	WAKE UP	3	
to wake, to watch	1227	3174	WAKE UP (SOMEONE)	3	
#>>>					
to be awake	1228	825	AWAKE	1	
to guard, to watch	1229	1940	GUARD	3	
to spy	1230		???		
to wait	1231	1590	WAIT (FOR)	1	
#<<<					
to hear	1232	1608	LISTEN	1	
to hear	1232	1408	HEAR	1	
#>>>					
to see	1233	1409	SEE	1	
#<<<					
to smell	1234	1586	SMELL (PERCEIVE)	1	
to smell	1234	2124	SMELL	1	
#>>>					
to feel	1235	1079	FEEL	1	
#<<<					
to feel, to touch	1236	1079	FEEL	3	
to feel, to touch	1236	2559	FEEL (TACTUALLY)	3	
#>>>					
to taste	1237	21	TASTE (SOMETHING)	1	
to slurp	1238		???		
to blow the nose	1239		???		
#<<<					
to suck	1240	1421	SUCK	1	
to suck	1240	2472	SUCKLE (BREASTFEED, NURSE)	1	
#>>>					
to kiss	1241	578	KISS	1	
to sniff	1242	375	SNIFF	1	
to love	1243	923	LOVE	1	
to hate	1244	1607	HATE	1	
jealous	1245	2821	JEALOUS	2	
to approve	1246		???		
to wish	1247	2117	DESIRE	1	
to want	1248	1784	WANT	1	
to want something	1249		???		
to open	1250	1156	OPEN	1	
to close	1251	1046	SHUT	1	
to cut off	1252		???		
to multiply, to add, to increase	1253	1041	INCREASE	3	
to spring, to jump	1254	1829	JUMP	3	
to jump down	1255		???		
#<<<					
to hit, to touch	1256	353	STRIKE	3	
to hit, to touch	1256	1433	HIT	3	
to hit, to touch	1256	1665	BEAT	3	
to hit, to touch	1256	2133	STRIKE OR BEAT	3	
to hit, to touch	1256	3307	HIT (A TARGET)	3	
#>>>					
#<<<					
hit, touched	1257	353	STRIKE	4	
hit, touched	1257	3309	STRIKE (SOMETHING)	4	
hit, touched	1257	111	DRUMMING	4	
hit, touched	1257	2133	STRIKE OR BEAT	4	
hit, touched	1257	1665	BEAT	4	
hit, touched	1257	3307	HIT (A TARGET)	4	
hit, touched	1257	1433	HIT	4	
#>>>					
#<<<					
to break (a stick)	1258	681	DESTROY	3	
to break (a stick)	1258	2558	BREAK (CLEAVE)	3	
to break (a stick)	1258	1520	CRUSH	3	
to break (a stick)	1258	460	BREAK (OF ROPE)	3	
to break (a stick)	1258	680	BREAK (DESTROY OR GET DESTROYED)	3	
to break (a stick)	1258	3020	BREAK (BREAKING)	3	
#>>>					
#<<<					
to break (a rope)	1259	681	DESTROY	3	
to break (a rope)	1259	2558	BREAK (CLEAVE)	3	
to break (a rope)	1259	1520	CRUSH	3	
to break (a rope)	1259	460	BREAK (OF ROPE)	3	
to break (a rope)	1259	680	BREAK (DESTROY OR GET DESTROYED)	3	
to break (a rope)	1259	3020	BREAK (BREAKING)	3	
#>>>					
to shatter	1260		???		
#<<<					
broken (a stick)	1261	3190	BROKEN (NOT WORKING)	4	
broken (a stick)	1261	3191	BROKEN (SHATTERED)	4	
broken (a stick)	1261	588	BROKEN	4	
broken (a stick)	1261	1292	BAD	4	
#>>>					
#<<<					
broken (rope)	1262	3190	BROKEN (NOT WORKING)	4	
broken (rope)	1262	3191	BROKEN (SHATTERED)	4	
broken (rope)	1262	588	BROKEN	4	
broken (rope)	1262	1292	BAD	4	
#>>>					
shattered	1263		???		
#<<<					
to pinch, to squeeze	1264	378	PINCH	3	
to pinch, to squeeze	1264	1414	SQUEEZE	3	
#>>>					
to begin (tr.)	1265	1806	BEGIN	1	
#<<<					
to begin (intr.)	1266	3447	BEGIN OR START	3	
to begin (intr.)	1266	1806	BEGIN	3	
#>>>					
#<<<					
to finish (tr.)	1267	1766	FINISH	3	
to finish (tr.)	1267	2115	CEASE OR FINISH	3	
#>>>					
#<<<					
to finish (intr.)	1268	1766	FINISH	3	
to finish (intr.)	1268	2115	CEASE OR FINISH	3	
#>>>					
to bind, to tie	1269	1917	TIE	3	
#<<<					
to hide (something to hide)	1270	2486	HIDE	3	
to hide (something to hide)	1270	602	HIDE (CONCEAL)	3	
to hide (something to hide)	1270	2485	HIDE (ONESELF)	3	
#>>>					
#<<<					
to hide	1271	602	HIDE (CONCEAL)	1	
to hide	1271	2486	HIDE	1	
#>>>					
to ask	1272	1309	ASK (INQUIRE)	1	
to answer	1273	1275	ANSWER	1	
to ask for	1274	1828	ASK (REQUEST)	1	
to refuse	1275	49	REFUSE	1	
to cheat, to deceive	1276	3230	DECEIVE	3	
to tell lies	1277	601	LIE (MISLEAD)	4	
to steal	1278	713	STEAL	1	
to throw away	1279	3696	THROW AWAY	1	
to throw	1280	1456	THROW	1	
to burn (tr.)	1281	141	BURN (SOMETHING)	1	
to burn (intr.)	1282	1428	BURNING	1	
to dig	1283	1418	DIG	1	
to go	1284	695	GO	1	
to go there	1285		???		
#<<<					
to send (out), to order, to command	1286	1127	SEND	3	
to send (out), to order, to command	1286	1998	COMMAND	3	
#>>>					
to send	1287	1127	SEND	1	
to come	1288	1446	COME	1	
to arrive	1289	1387	ARRIVE	1	
to be coming	1290		???		
to depart	1291	1752	LEAVE	4	
to meet	1292	1831	MEET	1	
to meet one another	1293		???		
to collect	1294	7	GATHER	3	
#<<<					
to gather, to meet	1295	7	GATHER	3	
to gather, to meet	1295	3638	ASSEMBLE (GET TOGETHER)	3	
#>>>					
#<<<					
to hit (to beat, to slap, etc.)	1296	353	STRIKE	3	
to hit (to beat, to slap, etc.)	1296	1433	HIT	3	
to hit (to beat, to slap, etc.)	1296	1665	BEAT	3	
to hit (to beat, to slap, etc.)	1296	2133	STRIKE OR BEAT	3	
to hit (to beat, to slap, etc.)	1296	3307	HIT (A TARGET)	3	
#>>>					
to take revenge	1297	495	REVENGE	4	
one	1298	1493	ONE	2	
#<<<					
two	1299	1498	TWO	2	
two	1299	1384	SECOND	2	
#>>>					
three	1300	492	THREE	2	
four	1301	1500	FOUR	2	
five	1302	493	FIVE	2	
six	1303	1703	SIX	2	
seven	1304	1704	SEVEN	2	
eight	1305	1705	EIGHT	2	
nine	1306	1483	NINE	2	
ten	1307	1515	TEN	2	
eleven	1308	1706	ELEVEN	2	
twelve	1309	1707	TWELVE	2	
thirteen	1310	1708	THIRTEEN	2	
fourteen	1311	2451	FOURTEEN	2	
fifteen	1312	1709	FIFTEEN	2	
sixteen	1313	2454	SIXTEEN	2	
seventeen	1314	2453	SEVENTEEN	2	
eighteen	1315	1713	EIGHTEEN	2	
nineteen	1316	1714	NINETEEN	2	
twenty	1317	1710	TWENTY	2	
twenty one	1318	1734	TWENTY ONE	2	
#<<<					
twenty one, twenty two, etc.	1319	2017	MIX	4	
twenty one, twenty two, etc.	1319	2628	PLANT STEM	4	
twenty one, twenty two, etc.	1319	3044	BOVINE	4	
twenty one, twenty two, etc.	1319	718	PAY	4	
twenty one, twenty two, etc.	1319	1734	TWENTY ONE	4	
twenty one, twenty two, etc.	1319	178	RIPE	4	
twenty one, twenty two, etc.	1319	460	BREAK (OF ROPE)	4	
twenty one, twenty two, etc.	1319	3080	SPLIT OPEN	4	
twenty one, twenty two, etc.	1319	285	THRESH	4	
twenty one, twenty two, etc.	1319	3166	TWENTY TWO	4	
twenty one, twenty two, etc.	1319	1840	BUILD	4	
#>>>					
twenty five	1320	1738	TWENTY FIVE	2	
thirty	1321	1715	THIRTY	2	
fourty	1322		???		
fifty	1323	1717	FIFTY	2	
sixty	1324	1718	SIXTY	2	
seventy	1325	1721	SEVENTY	2	
eighty	1326	1722	EIGHTY	2	
ninety	1327	1724	NINETY	2	
hundred	1328	1634	HUNDRED	2	
thousand	1329	1843	THOUSAND	2	
ten thousand	1330	2078	TEN THOUSAND	2	
a half	1331	816	HALF	1	
a quarter	1332		???		
#<<<					
once	1333	374	ONE TIME	2	
once	1333	2914	ONCE (IN THE PAST)	2	
#>>>					
twice	1334	1546	TWICE	2	
#<<<					
first (in space)	1335	2915	AT FIRST	4	
first (in space)	1335	1882	BEFORE	4	
first (in space)	1335	728	FIRST	4	
#>>>					
#<<<					
first (in time)	1336	2915	AT FIRST	4	
first (in time)	1336	1882	BEFORE	4	
first (in time)	1336	728	FIRST	4	
#>>>					
#<<<					
second (in space)	1337	3387	MIDDLE FINGER	4	
second (in space)	1337	1384	SECOND	4	
#>>>					
#<<<					
second (in time)	1338	3387	MIDDLE FINGER	4	
second (in time)	1338	1384	SECOND	4	
#>>>					
#<<<					
third (in space)	1339	3842	ONE THIRD	4	
third (in space)	1339	1859	THIRD	4	
#>>>					
#<<<					
third (in time)	1340	3842	ONE THIRD	4	
third (in time)	1340	1859	THIRD	4	
#>>>					
#<<<					
the last (in space)	1341	514	LAST YEAR	4	
the last (in space)	1341	1186	LAST (ENDURE)	4	
the last (in space)	1341	1529	LAST (FINAL)	4	
#>>>					
#<<<					
the last (in time)	1342	514	LAST YEAR	4	
the last (in time)	1342	1186	LAST (ENDURE)	4	
the last (in time)	1342	1529	LAST (FINAL)	4	
#>>>					
#<<<					
how much, how many	1343	531	HOW MUCH	4	
how much, how many	1343	3450	HOW MANY PIECES	4	
how much, how many	1343	822	HOW MANY	4	
#>>>					
many, much	1344	1198	MANY	2	
few, a little	1345	2924	A LITTLE	3	
finished	1346		???		
there are	1347	2152	THERE IS OR THERE ARE	4	
there are not	1348		???		
there is something	1349		???		
there is nothing	1350		???		
there is nothing left	1351		???		
more	1352	1992	MORE	2	
most	1353	1198	MANY	2	
less	1354		???		
all	1355	98	ALL	2	
whole	1356	2277	WHOLE	2	
together	1357	2482	TOGETHER	2	
alike, similar	1358	1558	SIMILAR	4	
enough	1359	1881	ENOUGH	2	
#<<<					
only, some	1360	1580	ONLY	4	
only, some	1360	1241	SOME	4	
only, some	1360	3863	OTHER OR SOME	4	
